raw_tweets,label
rt <allcaps>  <user> : Looking forward to signing up for research  <hashtag> london <hashtag> lynchsyndrome <url>,0
<hashtag> Lynchsyndrome  <user>  Yes  but patients should consult with a <hashtag> CertifiedGeneticCounselor prior to testing  <url>,0
cdc <allcaps>_Cancer: People with a new diagnosis of <hashtag> ColorectalCancer should be offered genetic testing for Lynch syndrome <url>,0
People with a new diagnosis of <hashtag> ColorectalCancer should be offered genetic testing for Lynch syndrome <url>,0
<user>  Its Willy Lynch syndrome yall dont trust us but we dont give you anything to trust  Both the man and woman trust America,0
nice <allcaps> Recommends Screening For Lynch Syndrome <url>,0
<user> : great news screening tests for Lynch Syndrome  rt <allcaps> my column & fam history videos on <url>  <url>,0
Looking forward to signing up for research  <hashtag> london <hashtag> lynchsyndrome <url>,0
nice <allcaps> recommends screening for Lynch syndrome <url>,0
In the news: nice <allcaps> recommends screening for Lynch syndrome - PharmaTimes <url>,0
nice <allcaps> recommends screening for Lynch syndrome <url>,0
nice <allcaps> recommends screening for Lynch syndrome - The National Institute for Health and Care Excellence is recomme    <url>,0
nice <allcaps> recommends screening for Lynch syndrome - <url>,0
<user>   <user>  Being a journalist I thought Matthew's diagnosis of Lynch syndrome was a typo  I assumed it was Lunch Syndrome,0
"""nice <allcaps> recommends screening for Lynch syndrome"" <url> <hashtag> pharma <hashtag> biotech <hashtag> bigpharma <hashtag> medtech",0
nice <allcaps> recommends screening for Lynch syndrome <url> <hashtag> pharma <hashtag> health,0
nice <allcaps> recommends screening for Lynch syndrome <url>,0
rt <allcaps>  <user> : This 1 minute quiz can help determine whether you should be further evaluated for <hashtag> hboc <allcaps> <allcaps> or <hashtag> LynchSyndrome <url> /,0
This 1 minute quiz can help determine whether you should be further evaluated for <hashtag> hboc <allcaps> <allcaps> or <hashtag> LynchSyndrome <url>,0
rt <allcaps>  <user> : We're campaigning to improve the diagnosis & care of people with Lynch syndrome  Help us by sharing your story >> http,0
rt <allcaps>  <user> : nice <allcaps> recommends wider use of tests to detect cancer-causing genetic condition <hashtag> Lynchsyndrome <url>,0
rt <allcaps>  <user> : Truly honored to be a part of this stellar team to help fight <hashtag> Lynchsyndrome in the us <allcaps>  <hashtag> GenomicsAndPopulationHealth http,0
rt <allcaps>  <user> : Lynch syndrome effects my family: closely linked to certain cancers only 5% of those with the genetic condition know it,0
nice <allcaps> recommendation - screen crc <allcaps> patients for lynch <allcaps> Syndrome <url>,0
nice <allcaps> recommends screening for Lynch syndrome: The National Institute for Health and Care Excellence is recomm    <url>,0
rt <allcaps>  <user> : Lynch syndrome is the most common hereditary form of colorectal cancer  <url> <hashtag> crcsm,0
News: <hashtag> health nice <allcaps> recommends screening for Lynch syndrome - The National Institute for Health and Care Excelle    <url>,0
I liked a  <user>  video <url> Willie Lynch Syndrome,1
Willie Lynch Syndrome <url> via  <user>,1
Hereditary colorectal cancer <url> <hashtag> coloncancer <hashtag> LynchSyndrome  <user>  <url>,1
nice <allcaps> issues draft guidance for <hashtag> LynchSyndrome screening in <hashtag> BowelCancer patients <url>,1
<hashtag> LynchSyndrome accounts for 1 in 30 <hashtag> tumours and heightens risk of other cancers <url>,1
<hashtag> LovesMeSome  <user>  Stellar pic of you &  <user>  <hashtag> HereditaryCancerNews <hashtag> brca <allcaps> <allcaps> <hashtag> Gencsm <allcaps> <hashtag> Lynchsyndrome <url>,1
Gratitude to all of my new followers  <hashtag> HappySunday <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps> <url>,1
Truly honored to be a part of this stellar team to help fight <hashtag> Lynchsyndrome in the us <allcaps>     <url>,1
Truly honored to be a part of this stellar team to help fight <hashtag> Lynchsyndrome in the us <allcaps>  <url>,1
rt <allcaps>  <user> : Test everyone with <hashtag> bowelcancer for inherited syndrome  nice <allcaps> urges <hashtag> Lynchsyndrome  <user>  <url> ht,1
rt <allcaps>  <user> :  <user>  I hope this leads to a revolution in the care of people with <hashtag> LynchSyndrome in the U K,1
rt <allcaps>  <user> : <hashtag> aegOnco nice <allcaps> guidelines will recommend test all <hashtag> colorectalcancer for <hashtag> LynchSyndrome <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>  <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  be well  G at the <hashtag> Nonprofit <url>,1
rt <allcaps>  <user> :   <user>  says appropriate surveillance for patients with fap <allcaps> / map <allcaps> or Lynch Syndrome may attenuate disease preventio,1
rt <allcaps>  <user> : Press Release from lusk <allcaps>: Families saved from cancer nice <allcaps> recommend all patients with bowel cancer are tested    http,1
rt <allcaps>  <user> : Great news - Support for universal colorectal tumor screening for Lynch syndrome in the U K  <url>,1
rt <allcaps>  <user> : ls <allcaps> CancerDiag to reduce <hashtag> cancer mortality with early detection of lynch syndrome <url> <hashtag> startup <hashtag> diagn,1
ls <allcaps> CancerDiag to reduce <hashtag> cancer mortality with early detection of lynch syndrome <url> <hashtag> startup <url>,1
rt <allcaps>  <user> : We've been campaigning with others 4 a long time on improving testing for Lynch syndrome so this is good news  Now we n,1
rt <allcaps>  <user> : What is Lynch syndrome  Learn the facts here: <url> <hashtag> FactFriday <url>,1
Inherited colon cancer syndromes can be predicted through genetic testing  <hashtag> GetScreened <hashtag> LynchSyndrome,1
rt <allcaps>  <user> : Check out our learning centre  <url>,1
<user>   <user>   <user>  <hashtag> thanks for supporting <hashtag> lynchsyndrome and the <hashtag> heroic <allcaps> <allcaps> <url>,1
The latest The House Of iPhoenix Media  <url> <hashtag> lynchsyndrome <hashtag> cancer <url>,1
The latest The House Of iPhoenix Media  <url> <hashtag> lynchsyndrome <hashtag> cancer <url>,1
The latest The House Of iPhoenix Media  <url> <hashtag> lynchsyndrome <hashtag> cancer,1
rt <allcaps>  <user> :  <user> : Thanks for screening advice Lynch Syndrome  I'm ex Watchdog presenter  Pls rt <allcaps> my video on Lynch Syndrome ht,1
rt <allcaps>  <user> : Here are 10 Things You Need to Know About <hashtag> LynchSyndrome  a common cause of <hashtag> colorectalcancer: <url>,1
rt <allcaps>  <user> : Distribution of <hashtag> LynchSyndrome genes found by panel varies by ascertainment: for ls <allcaps> or not -Dr E Rosenthal <hashtag> cga <allcaps>2016 <allcaps> https,1
Prevalence of Lynch syndrome in unselected patients with endometrial or ovarian cancer  - PubMed - ncbi <allcaps> <url>,1
Check out our learning centre  <url>,1
rt <allcaps>  <user> : <hashtag> Lynchsyndrome <hashtag> News Test everyone with <hashtag> bowelcancer for inherited syndrome  nice <allcaps> urges - <url> https: /,1
rt <allcaps>  <user> : <hashtag> Lynchsyndrome <hashtag> News: nice <allcaps> recommends wider use of tests to detect cancer-causing genetic condition - <url>,1
<user>  pop along to our website for more info  <url>,1
Good news for families with Lynch Syndrome  <url>,1
Lynch syndrome effects my family: closely linked to certain cancers only 5% of those with the genetic condition kno <url>,1
<hashtag> aegOnco nice <allcaps> guidelines will recommend test all <hashtag> colorectalcancer for <hashtag> LynchSyndrome <url> <url>,1
rt <allcaps>  <user> : Next up  at our <hashtag> Lynchsyndrome conference - how to have tricky family conversation about your diagnosis-only 15% fully,1
You have William Lynch syndrome  You're programmed to support racist  blame the victims of racism instead  This cir <url>,1
<hashtag> lynchsyndrome the <hashtag> genetic predisposition to colon cancer  endometrial cancer  other <hashtag> Cancer and <hashtag> soccer <url>,1
Prevalence of Lynch syndrome in unselected patients with endometrial <url> sandipn <user>  ca,1
rt <allcaps>  <user> : If you're in the uk <allcaps> see <hashtag> bowelcancer <hashtag> LynchSyndrome a chance to comment on nice <allcaps> guidelines <hashtag> Cancer <url>,1
Humbled to be supported by such a team of eminent clinicians  scientists & health practitioners at our eighth patie <url>,1
Great news - Support for universal colorectal tumor screening for Lynch syndrome in the U K  <url>,1
rt <allcaps>  <user> :   <user> : Freq of Lynch syndrome similar to brca <allcaps>  much less recognition  awareness  Up to 80% risk for crc <allcaps>  high risk f,1
rt <allcaps>  <user> :  <user>  visit <url> for more info & details of support if your family history suggestsyou may hav,1
Lynch Syndrome uk <allcaps> (Press Release) <url> sandipn <user>  ca,1
rt <allcaps>  <user> :  <user>  Excellent news from nice <allcaps>  all patients with bowel cancer will be tested for Lynch Syndrome  <url>,1
If you're in the uk <allcaps> see <hashtag> bowelcancer <hashtag> LynchSyndrome a chance to comment on nice <allcaps> guidelines <hashtag> Cancer <url>,1
<user>  Excellent news from nice <allcaps>  all patients with bowel cancer will be tested for Lynch Syndrome  <url>,1
<user>  Excellent news from nice <allcaps>  all patients with bowel cancer will be tested for Lynch Syndrome  <url>,1
<user>  Excellent news from nice <allcaps>  all patients with bowel cancer will be tested for Lynch Syndrome  <url>,1
rt <allcaps>  <user> :  <user>  Excellent news from nice <allcaps> that all patients with colorectal cancer are to be tested for Lynch syndrome,1
rt <allcaps>  <user> :  <user>  Brilliant news that nice <allcaps> is recommending that all patients with colorectal cancer are tested for Lynch,1
<user>  Brilliant news that nice <allcaps> is recommending that all patients with colorectal cancer are tested for Ly <url>,1
<hashtag> Lynchsyndrome <hashtag> News Test everyone with <hashtag> bowelcancer for inherited syndrome  nice <allcaps> urges - <url> <url>,1
<hashtag> Lynchsyndrome <hashtag> News: nice <allcaps> recommends wider use of tests to detect cancer-causing genetic condition - <url>,1
<hashtag> Lynchsyndrome <hashtag> News Test everyone with <hashtag> bowelcancer for inherited syndrome  nice <allcaps> urges - <url>,1
<user>  Excellent news from nice <allcaps> that all patients with colorectal cancer are to be tested for Lynch syndro <url>,1
Press Release from lusk <allcaps>: Families saved from cancer nice <allcaps> recommend all patients with bowel cancer are tested    <url>,1
rt <allcaps>  <user> : Its fantastic    Exciting times for families with Lynch Syndrome <url>,1
rt <allcaps>  <user> : news <allcaps>:  <user>  draft guidance recommending those diagnosed with bowel cancer should be tested for Lynch syndrome htt,1
Its fantastic    Exciting times for families with Lynch Syndrome <url>,1
Survival Outcome and Risk of Metachronous Colorectal Cancer After Surgery in Lynch Syndrome  <url>,1
Willie Lynch Syndrome  Smh  Niggas Compete n compare too much  Black asses need to try to win together <allcaps>,1
<user> : Thanks for screening advice Lynch Syndrome  I'm ex Watchdog presenter  Pls rt <allcaps> my video on Lynch Syndrome <url>,1
rt <allcaps>  <user> : News:  <user>  recommends wider testing for the inherited genetic condition called Lynch syndrome <url>,1
<hashtag> Oncologa analysis <allcaps> of <allcaps> lynch <allcaps> syndrome <allcaps> mismatch <allcaps> repair <allcaps> genes <allcaps> in <allcaps> women <allcaps> with <allcaps> endometrial <allcaps> cancer <allcaps>  (2016) <url>,1
rt <allcaps>  <user> :  <user>  eighth patient conference kicking off in great style in Melb  with Dr Marion Harris & <hashtag> Lynchsyndrome,1
Lynch syndrome is the most common hereditary form of colorectal cancer  <url> <hashtag> crcsm,1
Next up  at our <hashtag> Lynchsyndrome conference - how to have tricky family conversation about your diagnosis-only 15% fu <url>,1
<user>  eighth patient conference kicking off in great style in Melb  with Dr Marion Harris & <url>,1
rt <allcaps>  <user> : arup <allcaps> Consult has new info about germline multigene analysis in the evaluation of <hashtag> lynchsyndrome <url> <hashtag> gen,1
Prevalence of Lynch syndrome in unselected patients with endometrial or ovarian cancer  <url> <url>,1
We're campaigning to improve the diagnosis & care of people with Lynch syndrome  Help us by sharing your story >> <url>,1
What is Lynch syndrome  Learn the facts here: <url> <hashtag> FactFriday <url>,1
rt <allcaps>  <user> : Article re  <user>  welcome annoucement on universal Lynch syndrome testing  <url> <hashtag> stop <allcaps>bowelcancer,1
Here are 10 Things You Need to Know About <hashtag> LynchSyndrome  a common cause of <hashtag> colorectalcancer: <url> <hashtag> ashg <allcaps>16 <allcaps>,1
arup <allcaps> Consult has new info about germline multigene analysis in the evaluation of <hashtag> lynchsyndrome <url> <hashtag> genetictesting,1
Test everyone with bowel cancer for Lynch syndrome  nice <allcaps> urges <url>,1
rt <allcaps>  <user> : Diagnosed at age 29  Ostomate  Lynch syndrome  Inspiration  Don't miss Lanae's story today  (photos & story    <url>,1
Article re  <user>  welcome annoucement on universal Lynch syndrome testing  <url> <hashtag> stop <allcaps>bowelcancer,1
<user>  I hope this leads to a revolution in the care of people with <hashtag> LynchSyndrome in the U K,1
nice <allcaps> recommends wider use of tests to detect cancer-causing genetic condition <hashtag> Lynchsyndrome <url>,1
Depressed-type submucosal invasive colorectal cancer in a patient with Lynch syndrome diagnosed using <url>,1
News:  <user>  recommends wider testing for the inherited genetic condition called Lynch syndrome <url>,1
news <allcaps>:  <user>  draft guidance recommending those diagnosed with bowel cancer should be tested for Lynch syndrome <url>,1
Test everyone with <hashtag> bowelcancer for inherited syndrome  nice <allcaps> urges <hashtag> Lynchsyndrome  <user>  <url>,1
Diagnosed at age 29  Ostomate  Lynch syndrome  Inspiration  Don't miss Lanae's story today  (photos & story    <url>,1
rt <allcaps>  <user> : <hashtag> brca <allcaps> <allcaps> <hashtag> Lynchsyndrome <hashtag> Advocates <hashtag> Nonprofits heed  Learn the politics behind <hashtag> GeneticTesting & <hashtag> GenePatents <url>,1
<hashtag> brca <allcaps> <allcaps> <hashtag> Lynchsyndrome <hashtag> Advocates <hashtag> Nonprofits heed  Learn the politics behind <hashtag> GeneticTesting & <hashtag> GenePatents <url>,1
We've been campaigning with others 4 a long time on improving testing for Lynch syndrome so this is good news  Now <url>,1
<user>  One reason why people should consult with a <hashtag> CertifiedGeneticCounselor prior to <hashtag> GeneticTesting  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>,1
Please <hashtag> DoNot have <hashtag> GeneticTesting without seeing a <hashtag> CertifiedGeneticCounselor  Reach out  I will help you find one <url>,1
rt <allcaps>  <user> : <hashtag> fhs <allcaps>ummit16 <hashtag> Knowfh <allcaps> [mjk <allcaps>] Action plan for Tier 1  <hashtag> fh <allcaps>  <allcaps> <hashtag> hboc <allcaps> <allcaps> and <hashtag> LynchSyndrome <url>,1
rt <allcaps>  <user> : Chance to hear highly articulate Sinead Feeney speak very movingly about how <hashtag> Lynchsyndrome's affected her family  An in,1
<user>  How did it go  <hashtag> Lynchsyndrome,1
We know the disease: Willie Lynch Syndrome we <allcaps> must <allcaps> be <allcaps> the <allcaps> cure <allcaps>    <url>,1
<user>  the nicki lynch syndrome working,1
rt <allcaps>  <user> : Lynch syndrome is an inherited disorder that increases the risk of many types of <hashtag> cancer incl <hashtag> ColonCancer & <hashtag> EndometrialCancer h,1
rt <allcaps>  <user>  Check out this unique case of a patient with a family history of Lynch syndrome: <url>,1
"rt <allcaps>  <user> : ""[T]his group  often termed 'Lynch-like syndrome' by many reports  stands apart from those with Lynch syndrome "" https: /",1
Charlly Kao  <user>  interesting talk on Lynch syndrome study and power of <hashtag> ngs <allcaps> <allcaps> piecing parts together new f <url>,1
"""[T]his group  often termed 'Lynch-like syndrome' by many reports  stands apart from those with Lynch syndrome "" <url>",1
Lynch syndrome is an inherited disorder that increases the risk of many types of <hashtag> cancer incl <hashtag> ColonCancer & <url>,1
rt <allcaps>  <user> : What Is Lynch Syndrome  <url>,1
Going on the pill 'can help protect' against <hashtag> ovariancancer <url> <hashtag> brca <hashtag> lynchsyndrome <hashtag> genetictesting,1
What It's Like To Have <hashtag> OvarianCancer In Your 20s <url> <hashtag> hereditarycancernews <hashtag> brca <hashtag> lynchsyndrome <hashtag> genetictesting,1
Streamlined <hashtag> brca <allcaps> <allcaps> Testing Program Shows Promise in <hashtag> OvarianCancer <url> <hashtag> hereditarycancernews <hashtag> lynchsyndrome,1
rt <allcaps>  <user> :  <user>   <user>   <user>  Because of Willie Lynch Syndrome  bm <allcaps> have no understanding what protection minus op,1
rt <allcaps>  <user> :  <user>   <user>   <user>  Because of Willie Lynch syndrome  bw <allcaps> have no reasonable expectation of protection f,1
rt <allcaps>  <user> : Yearly consultant appointment in the morning  :- /  Wish me luck  <hashtag> cancersurvivor <hashtag> lynchsyndrome,1
Yearly consultant appointment in the morning  :- /  Wish me luck  <hashtag> cancersurvivor <hashtag> lynchsyndrome,1
Monday night I wrote a 5 page lynch syndrome research compliance report in an hour and got a 95%-bc I misspelled lynch for lunch,1
What Is Lynch Syndrome  <url>,1
<user> : Freq of Lynch syndrome similar to brca <allcaps>  much less recognition  awareness  Up to 80% risk for crc <allcaps>  high risk for other ca <hashtag> ashg <allcaps>16 <allcaps>,1
rt <allcaps>  <user> :   <user>  Dr  Liz Jaffee at <hashtag> CancerMoonshot discussing <hashtag> Lynchsyndrome testing,1
rt <allcaps>  <user> : Histopathology: Cytoplasmic msh <allcaps>2 immunoreactivity in a patient with Lynch syndrome with an epcam <allcaps>-msh <allcaps>2 fusion:    https:,1
Chance to hear highly articulate Sinead Feeney speak very movingly about how <hashtag> Lynchsyndrome's affected her family  <url>,1
Yowza  Gratitude for all of my <hashtag> NewFollowers  Have a stellar day  G @ the <hashtag> Nonprofit: <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
