id,text,clean_text,place,user_location,created_at,username,user_id,class- Yunpeng,class -Laura,Xinsong,Finalize,sum,user_class -Laura,user_class -Yunpeng,notes: Laura,,,
795024777874391040,@FoxNews @brunelldonald you're exhibiting characteristics of the Wille Lynch syndrome,  you re exhibiting characteristics of the Wille Lynch syndrome,,UK,Sat Nov 05 22:07:32 +0000 2016,Fox D_,388275324,1,0,0,0,2,n/a,1,,,,
795797812147417091,"@Phil_Lewis_ @blackvoices Black People need to end this Slave Mentality: Willie Lynch Syndrome, House Negro, Stool Penguin, Uncle Tom etc...",  Black People need to end this Slave Mentality  Willie Lynch Syndrome  House Negro  Stool Penguin  Uncle Tom etc   ,,,Tue Nov 08 01:19:18 +0000 2016,Raven Strong,757637182660218885,1,0,0,0,2,n/a,1,,,,
795806582508519424,When  u realize ur own people's have Willie Lynch Syndrome. How ignorant r we to base ourself off of another sister https://t.co/tNONTzrnQc,When  u realize ur own people s have Willie Lynch Syndrome  How ignorant r we to base ourself off of another sister ,,"Charlotte, North Carolina ",Tue Nov 08 01:54:09 +0000 2016,Cici Hairston,2751600663,1,0,0,0,2,n/a,1,,,,
795807682129063939,It's coupled with Willie Lynch syndrome https://t.co/feGZmUEWAc,It s coupled with Willie Lynch syndrome ,,San Francisco Arsareth Babylon,Tue Nov 08 01:58:31 +0000 2016,Yazaiah,278910842,1,0,0,0,2,n/a,1,,,,
795808793829474304,Slavery tactics and Willie lynch syndrome  in modern time,Slavery tactics and Willie lynch syndrome  in modern time,,"beyond ur imagination, SUPREME",Tue Nov 08 02:02:56 +0000 2016,#SUPREMEGODDESS,105523984,1,0,0,0,2,n/a,1,,,,
796048172493795328,@es_snipes We should be ashamed that we would stand up for her but not for ourselves. She won't know any of u Nov 9th. Willie Lynch syndrome, We should be ashamed that we would stand up for her but not for ourselves  She won t know any of u Nov 9th  Willie Lynch syndrome,,Hell on Earth,Tue Nov 08 17:54:08 +0000 2016,PeaceKeeper/Amir X,56305897,1,0,0,0,2,n/a,1,,,,
796055606033580033,RT @stlred05: @es_snipes We should be ashamed that we would stand up for her but not for ourselves. She won't know any of u Nov 9th. Willie,RT    We should be ashamed that we would stand up for her but not for ourselves  She won t know any of u Nov 9th  Willie,,"Nunya, Business",Tue Nov 08 18:23:41 +0000 2016,Squeaky J,764762922077663232,1,0,0,0,2,n/a,1,,,,
796243850729664512,NOW YOU SEE WHY I TALK ABOUT THE WILLIE LYNCH SYNDROME SLAVE MENTALITY SO MUCH!!!!  LOOK WHAT THE FUCK IS HAPPENING!!!!,NOW YOU SEE WHY I TALK ABOUT THE WILLIE LYNCH SYNDROME SLAVE MENTALITY SO MUCH      LOOK WHAT THE FUCK IS HAPPENING    ,,MESA ARIZONA,Wed Nov 09 06:51:42 +0000 2016,D ORIGINAL DJJ-U-ICE,495058338,1,0,0,0,2,n/a,1,,,,
796464058258063360,I suggest that people read this if you are suffering from Willie Lynch syndrome.   Time to break https://t.co/rpaQ8CBSFU,I suggest that people read this if you are suffering from Willie Lynch syndrome    Time to break ,,,Wed Nov 09 21:26:43 +0000 2016,Kymbo96,1895781596,1,0,0,0,2,n/a,1,,,,
796592804440969216,I don't have time or patience or business entertaining nobody Willie Lynch syndrome,I don t have time or patience or business entertaining nobody Willie Lynch syndrome,,,Thu Nov 10 05:58:19 +0000 2016,LeShawn,402479478,1,0,0,0,2,n/a,1,,,,
796693670921502720,"@TAXSTONE @EsqMontgomery @Combat_Jack ""Willie Lynch syndrome is still haunting us""",    Willie Lynch syndrome is still haunting us ,,"BK,NYC-Cali-Phi-W Indies-Vegas",Thu Nov 10 12:39:07 +0000 2016,Sunni n SoCal,477960113,1,0,0,0,2,n/a,1,,,,
796858427549089792,"It's so crazy how we go so hard against each other,  but are suckas against other nations and groups.  Willie Lynch Syndrome...smh",It s so crazy how we go so hard against each other   but are suckas against other nations and groups   Willie Lynch Syndrome   smh,,VALLEY OF THE DRY BONES!,Thu Nov 10 23:33:48 +0000 2016,אדיר ישראל,104211487,1,0,0,0,2,n/a,1,,,,
796887728625426432,@soledadobrien..There are many reasons. One being the Willie Lynch Syndrome!,  There are many reasons  One being the Willie Lynch Syndrome ,,Atlanta Ga,Fri Nov 11 01:30:14 +0000 2016,Freddie Davis,534344642,1,0,0,0,2,n/a,1,,,,
801464770096431104,RT @iWannaBeTrendin: Willie Lynch syndrome https://t.co/RU6Y7NYB1v,RT   Willie Lynch syndrome ,,"Michigan, USA",Wed Nov 23 16:37:46 +0000 2016,In spirit of Malcolm,1307899326,1,0,0,0,2,n/a,1,,,,
801463361938620416,Willie Lynch syndrome https://t.co/RU6Y7NYB1v,Willie Lynch syndrome ,,"Wyoming, USA",Wed Nov 23 16:32:10 +0000 2016,Siredemark,766520820881502208,1,0,0,0,2,n/a,1,,,,
801196742456864768,"@hittheJAI__ which is why we are where we are today, cause the black mother has what id like like to call Post Willie Lynch Syndrome", which is why we are where we are today  cause the black mother has what id like like to call Post Willie Lynch Syndrome,,Yoni YouPhoria,Tue Nov 22 22:52:43 +0000 2016,Yoni diet Enthusiast,399118834,1,0,0,0,2,n/a,0,,,,
799340430915571712,"All ""black"" ppl wit a limited amount of education and income all operate the same way and suffer from Willy Lynch syndrome, so idg0f",All  black  ppl wit a limited amount of education and income all operate the same way and suffer from Willy Lynch syndrome  so idg0f,,,Thu Nov 17 19:56:24 +0000 2016,LeShawn,402479478,1,0,0,0,2,n/a,0,,,,
799156821768503296,I added a video to a @YouTube playlist https://t.co/fI7KCWcIDu Willie Lynch Syndrome,I added a video to a  playlist Willie Lynch Syndrome,,Scranton Pennsylvania,Thu Nov 17 07:46:48 +0000 2016,KING BLAZE DA G.O.D,2153463428,1,0,0,0,2,n/a,0,,,,
798977853459202049,@RealVinnieJames why you hate who you are you are one of the very reason the Willie Lynch syndrome exist today...smh, why you hate who you are you are one of the very reason the Willie Lynch syndrome exist today   smh,,"Atlanta, Ga",Wed Nov 16 19:55:39 +0000 2016,jasmina king,2440338938,1,0,0,0,2,n/a,0,,,,
798942089409138688,Ppl stuck in they Willie Lynch syndrome are the main mfs afraid of Trump bein in office..,Ppl stuck in they Willie Lynch syndrome are the main mfs afraid of Trump bein in office  ,,,Wed Nov 16 17:33:32 +0000 2016,LeShawn,402479478,1,0,0,0,2,n/a,0,,,,
798874263092662272,"IF YOU CELEBRATE THIS DAY, THEN YOU ARE STILL UNDER THE WILLIE LYNCH SYNDROME !",IF YOU CELEBRATE THIS DAY  THEN YOU ARE STILL UNDER THE WILLIE LYNCH SYNDROME  ,,Boston-Chester-Atlanta,Wed Nov 16 13:04:01 +0000 2016,BIGGA DREAD,40729896,1,0,0,0,2,n/a,0,,,,
798764281491619841,Some of you have Willie Lynch Syndrome...bad   & U.O.E.N.O. it,Some of you have Willie Lynch Syndrome   bad     U O E N O  it,,The Mitten ✈ Alabama,Wed Nov 16 05:46:59 +0000 2016,Blaire Christina,185329462,2,0,0,0,2,n/a,0,,,,
802142612509626369,"That's why you can't put sports professional in civility roles unless that's who they are first, some people have the Willie lynch syndrome",That s why you can t put sports professional in civility roles unless that s who they are first  some people have the Willie lynch syndrome,,United States,Fri Nov 25 13:31:16 +0000 2016,wakeupcallshow,16464250,1,0,0,0,2,n/a,0,,,,
800720571906392064,"RT @Rewire_News: For Women With Genetic Conditions, the Pressure to Have Children Grows Over Time https://t.co/X9ULbt0516 by @mbreaul1 #Lyn",RT   For Women With Genetic Conditions  the Pressure to Have Children Grows Over Time by  #Lyn,,"Evanston, IL",Mon Nov 21 15:20:35 +0000 2016,Georgia Hurst,932847330,0,2,0,0,2,1,0,,,,
802306125164998656,"Some blacks will always be slave due to what is called ""Willie Lynch Syndrome"" I don't see racism I see laziness and unwillingness to change",Some blacks will always be slave due to what is called  Willie Lynch Syndrome  I don t see racism I see laziness and unwillingness to change,"{'full_name': 'Seattle, WA', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/300bcc6e23a88361.json', 'place_type': 'city', 'attributes': {}, 'id': '300bcc6e23a88361', 'country': 'United States', 'bounding_box': {'coordinates': [[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]], 'type': 'Polygon'}, 'country_code': 'US', 'name': 'Seattle'}","Seattle, WA",Sat Nov 26 00:21:01 +0000 2016,King Reynolds,2790346070,1,0,0,0,2,n/a,0,,,,
802308519198420998,"RT @englishmajoredu: Some blacks will always be slave due to what is called ""Willie Lynch Syndrome"" I don't see racism I see laziness and u",RT   Some blacks will always be slave due to what is called  Willie Lynch Syndrome  I don t see racism I see laziness and u,,"Bay Area, Cali",Sat Nov 26 00:30:31 +0000 2016,kristin,617445948,1,0,0,0,2,n/a,1,,,,
802381024038711296,RT @_Theophila_: When  u realize ur own people's have Willie Lynch Syndrome. How ignorant r we to base ourself off of another sister or bro,RT  _Theophila_  When  u realize ur own people s have Willie Lynch Syndrome  How ignorant r we to base ourself off of another sister or bro,,"Trigger City, Bang BANG.",Sat Nov 26 05:18:38 +0000 2016,♌JanElle♌,1035799508,2,0,0,0,2,n/a,0,,,,
802573118283845632,@3Mid1Night3 the Willie Lynch Syndrome is real with this one... no thinking at all., 3Mid1Night3 the Willie Lynch Syndrome is real with this one    no thinking at all ,,"Lafayette, La",Sat Nov 26 18:01:57 +0000 2016,#BrokenJeremy,344232598,1,0,0,0,2,n/a,1,,,,
802578585248743424,"Black People in America w/ Willie Lynch Syndrome kills me. They talk about mistreatment from #fidalcastro in Cuba, but justify it here.",Black People in America w  Willie Lynch Syndrome kills me  They talk about mistreatment from #fidalcastro in Cuba  but justify it here ,,"Lafayette, La",Sat Nov 26 18:23:40 +0000 2016,#BrokenJeremy,344232598,1,0,0,0,2,n/a,1,,,,
790840601201745920,RCPath and Bowel Cancer UK call for improved Lynch syndrome testing in young patients https://t.co/4Kss9BH3Rt https://t.co/HXzpCBkZ4o,RCPath and Bowel Cancer UK call for improved Lynch syndrome testing in young patients ,,,Tue Oct 25 09:01:07 +0000 2016,The Pathologist,2507601566,0,1,1,1,2,1,1,,,class,0: irrelevant
790771885306843137,RT @CDC_Cancer: People with a new diagnosis of #ColorectalCancer should be offered genetic testing for Lynch syndrome https://t.co/PNtAQwZD,RT   People with a new diagnosis of #ColorectalCancer should be offered genetic testing for Lynch syndrome ,,"Burlingame, CA",Tue Oct 25 04:28:03 +0000 2016,Color Genomics,2590811666,1,1,,1,1,1,1,,,,1: news/research articles/promotional/materialis that are presented to readers
790755710552444929,RT @ShewithLynch: #LynchsyndromeNews: NICE recommends screening for Lynch syndrome - https://t.co/ScA4RDuPoW,RT   #LynchsyndromeNews  NICE recommends screening for Lynch syndrome - ,,"Wisconsin, USA",Tue Oct 25 03:23:47 +0000 2016,Maxine Farmer,24048445,1,1,,1,1,0,1,,,,2: discussion related to lynch syndrome
790755492557561856,"RT @LynchSyndromeUK: @LynnFauldsWood Excellent news from NICE, all patients with bowel cancer will be tested for Lynch Syndrome. https://t.",RT    Excellent news from NICE  all patients with bowel cancer will be tested for Lynch Syndrome  ,,"Las Vegas, NV",Tue Oct 25 03:22:55 +0000 2016,john nelson,3545637313,1,1,,1,1,0,1,,,,
790694769697718272,The latest Bowel Cancer Weekly! https://t.co/RUByqHCL3A Thanks to @bowelcancer @KarinSieger @bordertelegraph #bowelcancer #lynchsyndrome,The latest Bowel Cancer Weekly  Thanks to    #bowelcancer #lynchsyndrome,,"Adelaide, South Australia",Mon Oct 24 23:21:38 +0000 2016,Jodi Lee Foundation,222708867,1,1,,1,1,1,1,,,user_class,-1: spammer
790667940173520896,Do you know the risk factors for #coloncancer? Find out what they are here: https://t.co/ErzP76Oe9S #LynchSyndrome #genetics,Do you know the risk factors for #coloncancer  Find out what they are here  #LynchSyndrome #genetics,,,Mon Oct 24 21:35:01 +0000 2016,Myriad Genetics,380546646,1,1,,1,1,1,1,,,,
790633366802599940,RT @Bowel_Cancer_UK: In the news: NICE recommends screening for Lynch syndrome - PharmaTimes https://t.co/rIoeE2tIEA,RT   In the news  NICE recommends screening for Lynch syndrome - PharmaTimes ,,EU ,Mon Oct 24 19:17:38 +0000 2016,Claire Finlayson,2739366724,1,1,,1,1,0,1,,,,"You don't have to code the user_class, if the content is irrelevant."
790628617185136640,RT @ShewithLynch: #LovesMeSome @BRCAresponder Stellar pic of you & @tweet4wellness #HereditaryCancerNews #BRCA #GenCSM #Lynchsyndrome https,RT   #LovesMeSome  Stellar pic of you    #HereditaryCancerNews #BRCA #GenCSM #Lynchsyndrome https,,Global,Mon Oct 24 18:58:46 +0000 2016,#GenCSM,3115854416,1,1,,1,1,1,1,"not sure why the username is a hashtag, but it seems like it's from an organization ",,,"If the user seems to be a spammer, you only need to code it once (as -1), and say he is a spammer in the note."
790628594561069056,"RT @ShewithLynch: #Lynchsyndrome @StopColonCancer Yes, but patients should consult with a #CertifiedGeneticCounselor prior to testing. http",RT   #Lynchsyndrome  Yes  but patients should consult with a #CertifiedGeneticCounselor prior to testing  http,,Global,Mon Oct 24 18:58:40 +0000 2016,#GenCSM,3115854416,1,2,1,1,2,1,1,,,,
790628541251461120,RT @patientpowereu: Hereditary colorectal cancer https://t.co/mI4FmcQUSw #coloncancer #LynchSyndrome @LynchCancers https://t.co/JgRNtcQd04,RT   Hereditary colorectal cancer #coloncancer #LynchSyndrome  ,,Global,Mon Oct 24 18:58:28 +0000 2016,#GenCSM,3115854416,1,1,,1,1,1,1,,,,
790628484896788480,RT @providerXchange: #LynchSyndrome accounts for 1 in 30 #tumours and heightens risk of other cancers https://t.co/TfU6TiCcLA,RT   #LynchSyndrome accounts for 1 in 30 #tumours and heightens risk of other cancers ,,Global,Mon Oct 24 18:58:14 +0000 2016,#GenCSM,3115854416,1,1,,1,1,1,1,,,,
790627357795061760,RT @lizardlee: @ShewithLynch pls help spread word BRCA Protect needing more lynchies for their research! #london #lynchsyndrome #ucl,RT    pls help spread word BRCA Protect needing more lynchies for their research  #london #lynchsyndrome #ucl,,Global,Mon Oct 24 18:53:45 +0000 2016,#GenCSM,3115854416,2,1,1,1,2,1,1,,,,
790625275897847808,RT @StopColonCancer: Inherited colon cancer syndromes can be predicted through genetic testing. #GetScreened #LynchSyndrome,RT   Inherited colon cancer syndromes can be predicted through genetic testing  #GetScreened #LynchSyndrome,,Ireland,Mon Oct 24 18:45:29 +0000 2016,lynch syndrome irl,3294924027,2,1,1,1,2,1,1,,,,
790625226262446080,RT @TMSnowsill: NICE issues draft guidance for #LynchSyndrome screening in #BowelCancer patients https://t.co/AlBuNJOUhx,RT   NICE issues draft guidance for #LynchSyndrome screening in #BowelCancer patients ,,Ireland,Mon Oct 24 18:45:17 +0000 2016,lynch syndrome irl,3294924027,2,1,1,1,2,1,1,,,,
790615385896878080,@ShewithLynch pls help spread word BRCA Protect needing more lynchies for their research! #london #lynchsyndrome #ucl, pls help spread word BRCA Protect needing more lynchies for their research  #london #lynchsyndrome #ucl,,"London, England",Mon Oct 24 18:06:11 +0000 2016,Liz Lee,43474578,1,1,,1,1,0,1,,,,
790601930149994496,#LynchsyndromeNews: NICE recommends screening for Lynch syndrome - https://t.co/ScA4RDuPoW,#LynchsyndromeNews  NICE recommends screening for Lynch syndrome - ,,"Evanston, IL",Mon Oct 24 17:12:43 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
790599521671733248,#PharmaTimes  NICE recommends screening for Lynch syndrome https://t.co/oZ4PjBZSe6,#PharmaTimes  NICE recommends screening for Lynch syndrome ,,,Mon Oct 24 17:03:09 +0000 2016,TheDrugStores,3198488214,1,1,,1,1,1,1,,,,
790590419478257664,#Lynchsyndrome Now #ThisIsAdvocacy ->  https://t.co/ogBagCV0yS   Couldn't do it all without the generous support... https://t.co/2jDicPXQIb,#Lynchsyndrome Now #ThisIsAdvocacy -   Couldn t do it all without the generous support    ,,"Evanston, IL",Mon Oct 24 16:26:59 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
790590273902346240,RT @ShewithLynch: #Lynchsyndrome Now #ThisIsAdvocacy ->  https://t.co/ogBagCV0yS   Couldn't do it all without the generous support of @Path,RT   #Lynchsyndrome Now #ThisIsAdvocacy -   Couldn t do it all without the generous support of ,,"Evanston, IL",Mon Oct 24 16:26:24 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
790590217430237184,#Lynchsyndrome Now #ThisIsAdvocacy ->  https://t.co/ogBagCV0yS   Couldn't do it all without the generous support of https://t.co/oxImuM3jHw,#Lynchsyndrome Now #ThisIsAdvocacy -   Couldn t do it all without the generous support of ,"{'full_name': 'Evanston, IL', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'place_type': 'city', 'name': 'Evanston', 'id': '8b351eeb91372dc7', 'country': 'United States', 'bounding_box': {'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Mon Oct 24 16:26:10 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
790589183232348160,RT @lizardlee: Looking forward to signing up for research! #london #lynchsyndrome https://t.co/isAYJzzwip,RT   Looking forward to signing up for research  #london #lynchsyndrome ,,"Evanston, IL",Mon Oct 24 16:22:04 +0000 2016,Georgia Hurst,932847330,1,2,1,1,2,1,1,"coding the content was tricky because even though it is about research, it is a retweet about someone who is discussing or expressing their enthusiasm to participate in the research, so I coded it as 2",,,
790583639960645633,People with a new diagnosis of #ColorectalCancer should be offered genetic testing for Lynch syndrome https://t.co/PNtAQwZD0w,People with a new diagnosis of #ColorectalCancer should be offered genetic testing for Lynch syndrome ,,Atlanta GA,Mon Oct 24 16:00:02 +0000 2016,CDC Cancer,158396052,1,2,2,1,2,1,1,,,,
790573261025226752,NICE Recommends Screening For Lynch Syndrome https://t.co/9wWtdrE4IH,NICE Recommends Screening For Lynch Syndrome ,,"Las Vegas, NV",Mon Oct 24 15:18:48 +0000 2016,Crwe World,3318510966,1,1,,1,1,1,1,"Not sure whether username could be individual or organization, checked on twitter, and it was an organization",,,
790573134873239552,@CaPP3: great news screening tests for Lynch Syndrome. RT my column & fam history videos on https://t.co/ah3OnphuxJ? https://t.co/olo2XUYqjh,  great news screening tests for Lynch Syndrome  RT my column   fam history videos on ,,London,Mon Oct 24 15:18:18 +0000 2016,Lynn Faulds Wood,378084684,1,2,1,1,2,0,1,"even though it has the words ""news"" in it, seems like individual is reacting towards screening and taking about family, hence, discussion ",,,
790572493622743042,Looking forward to signing up for research! #london #lynchsyndrome https://t.co/isAYJzzwip,Looking forward to signing up for research  #london #lynchsyndrome ,,"London, England",Mon Oct 24 15:15:45 +0000 2016,Liz Lee,43474578,1,2,1,1,2,1,1,,,,
790571312552960001,NICE recommends screening for Lynch syndrome https://t.co/oMSVkojiHv,NICE recommends screening for Lynch syndrome ,,Nederland,Mon Oct 24 15:11:03 +0000 2016,ZorgNL,19287403,1,1,,1,1,0,1,,,,
790570437650644992,In the news: NICE recommends screening for Lynch syndrome - PharmaTimes https://t.co/rIoeE2tIEA,In the news  NICE recommends screening for Lynch syndrome - PharmaTimes ,,UK,Mon Oct 24 15:07:35 +0000 2016,Bowel Cancer UK,107024149,1,1,,1,1,1,1,,,,
790566604262281216,NICE recommends screening for Lynch syndrome https://t.co/baOibPa3o6,NICE recommends screening for Lynch syndrome ,,,Mon Oct 24 14:52:21 +0000 2016,the world of CROs,2861481028,1,1,,1,1,1,1,,,,
790565420193443840,NICE recommends screening for Lynch syndrome - The National Institute for Health and Care Excellence is recomme... https://t.co/OrPIsWYzSi,NICE recommends screening for Lynch syndrome - The National Institute for Health and Care Excellence is recomme    ,,,Mon Oct 24 14:47:38 +0000 2016,Davalyn Corporation,28337061,1,1,,1,1,1,1,,,,
790564846064590848,NICE recommends screening for Lynch syndrome - https://t.co/wJmK5BhIFB,NICE recommends screening for Lynch syndrome - ,,Chennai/India,Mon Oct 24 14:45:21 +0000 2016,Danvantri Farma,18835506,1,1,,1,1,1,1,"sounds like it could be an organization, checked on twitter and it is an Indian organization",,,
