,id,text,place,user_location,created_at,username,user_id
57,887758370496696320,Our group's latest research on screening gynecological cancers for Lynch Syndrome Now available for free download <url>,,"Sydney, Australia",Wed Jul 19 19:37:43 +0000 2017,Anthony J Gill,1916738564
58,889582504574726145,rt <allcaps>  <user> : Number 1 lesson from Lynch Syndrome screening in gynae cancer: almost all dual mlh <allcaps>1 / pms <allcaps>2 neg are somatic not Lynch <url>,,"Sydney, Australia",Mon Jul 24 20:26:11 +0000 2017,Anthony J Gill,1916738564
59,834503777080205313,rt <allcaps>  <user> : our own  <user>  is speaking on impsci <hashtag>  role in the cancermoonshot <hashtag>  hereditarycancer <hashtag>  conversation watch now: https,,"Nashville, TN",Wed Feb 22 20:42:59 +0000 2017,VUMC Implementation,834171673981153283
60,844145780277633026,rt <allcaps>  <user> : Tomorrow is Lynch syndrome awareness day Join  <user> 's campaign to raise awareness of the condition: <url>,,SCOTLAND,Tue Mar 21 11:16:52 +0000 2017,Fi,840560509015465988
61,855119303674343424,rt <allcaps>  <user> : Metachronous crc <allcaps> following Lynch Syndrome colectomy  <user>   <user>   <user>  colorectalsurgery <hashtag>  http,,London ,Thu Apr 20 18:01:44 +0000 2017,Ramesh Shanker,2739787408
62,801654260421316608,rt <allcaps>  <user> : GeneticTesting <hashtag>  for  Lynchsyndrome: <hashtag>  An interview with uk <allcaps> expert Dr Kevin Monahan HereditaryCancerNews <hashtag>  gencsm <allcaps> <hashtag>    https: /,,"Omaha, Nebraska",Thu Nov 24 05:10:44 +0000 2016,Brandi Kay Preston,341915796
63,800924940765642752,rt <allcaps>  <user> : One in 280 people in the population has LynchSyndrome <hashtag>  Read more: <url>,,"Omaha, Nebraska",Tue Nov 22 04:52:41 +0000 2016,Brandi Kay Preston,341915796
64,800923055891607553,rt <allcaps>  <user> : Alcohol <hashtag>  consumption might increase BowelCancer <hashtag>  risk in people with LynchSyndrome <hashtag>  Read more <url>,,"Omaha, Nebraska",Tue Nov 22 04:45:11 +0000 2016,Brandi Kay Preston,341915796
65,812033606994501632,<user>   <user>  Was she ever tested for Lynch Syndrome (gene mutations that make people high risk for colon cancer) rip <allcaps> Cindy <3,,"Omaha, Nebraska",Thu Dec 22 20:34:33 +0000 2016,Brandi Kay Preston,341915796
66,826252766066700289,rt <allcaps>  <user> : lynchsyndrome <hashtag>  brca <hashtag>  hboc <hashtag>  - our friend and hero Dr Henry Lynch <url>,,"Omaha, Nebraska",Tue Jan 31 02:16:25 +0000 2017,Brandi Kay Preston,341915796
67,850552115709833216,rt <allcaps>  <user> : We funded a test for a patient last fall who came back with a vus <allcaps> Today we learned her vus <allcaps> was reclassified to pathog,,"Omaha, Nebraska",Sat Apr 08 03:33:21 +0000 2017,Brandi Kay Preston,341915796
68,871584307558612993,We need to look beyond just brca <allcaps> Ovarian cancer pts need panel testing to identify brca <allcaps> Lynch Syndrome &moderate <url>,,"Omaha, Nebraska",Mon Jun 05 04:27:46 +0000 2017,Brandi Kay Preston,341915796
69,895831107484209156,<user>   <user>  Hopefully you've had cancer genetic testing for mutations like Lynch Syndrome!,,"Omaha, Nebraska",Fri Aug 11 02:15:54 +0000 2017,Brandi Kay Preston,341915796
70,895830824112852992,<user>  Lynch Syndrome & other inherited gene mutations play a huge <allcaps> role Need to improve guidelines so more p <url>,,"Omaha, Nebraska",Fri Aug 11 02:14:46 +0000 2017,Brandi Kay Preston,341915796
71,804726915525447681,People with Lynch syndrome are more likely to develop bowel cancer Early screening can save lives <url>,,Redbridge,Fri Dec 02 16:40:22 +0000 2016,NHS Redbridge CCG,2884667546
72,806221773607993344,People with Lynch syndrome are more likely to develop bowel cancer Early screening can save lives <url>,,Redbridge,Tue Dec 06 19:40:24 +0000 2016,NHS Redbridge CCG,2884667546
73,807636153289633792,People with Lynch syndrome are more likely to develop bowel cancer Early screening can save lives <url>,,Redbridge,Sat Dec 10 17:20:38 +0000 2016,NHS Redbridge CCG,2884667546
74,836493731998093312,People with Lynchsyndrome <hashtag>  are more likely to develop bowelcancer <hashtag>  Early screening can save lives <url>,,Redbridge,Tue Feb 28 08:30:21 +0000 2017,NHS Redbridge CCG,2884667546
75,895919005533425666,People with Lynch syndrome are more likely to develop bowel cancer Early screening can save lives <url>,,Redbridge,Fri Aug 11 08:05:10 +0000 2017,NHS Redbridge CCG,2884667546
76,798934118088089600,Thanksgiving is National Family Health History Day | I Have Lynch Syndrome <url>,,,Wed Nov 16 17:01:51 +0000 2016,"Lisa Aiello, RN",3192617873
77,823914123679399937,rt <allcaps>  <user> : The familyhistory <hashtag>  of cancer brca <allcaps> <hashtag>  HereditaryCancerNews <hashtag>  Lynchsyndrome <hashtag>  gencsm <allcaps> <hashtag>  Genetics <hashtag>    Via  <user>     <url>,,,Tue Jan 24 15:23:29 +0000 2017,"Lisa Aiello, RN",3192617873
78,851515613562490881,rt <allcaps>  <user> : What do Lynch Syndrome Familial Hypercholesterolemia & Hereditary Breast & Ovarian Cancer have in common Tier1 <hashtag>  https: /  /,,,Mon Apr 10 19:21:57 +0000 2017,"Lisa Aiello, RN",3192617873
79,851515552375943169,rt <allcaps>  <user> : Lynchsyndrome <hashtag>  in the news <url>,,,Mon Apr 10 19:21:42 +0000 2017,"Lisa Aiello, RN",3192617873
80,884169347874377729,rt <allcaps>  <user> : What do Lynch Syndrome Familial Hypercholesterolemia & Hereditary Breast & Ovarian Cancer have in common Tier1 <hashtag>  https: /  /,,,Sun Jul 09 21:56:14 +0000 2017,"Lisa Aiello, RN",3192617873
81,848868031686115329,april <allcaps> issue <allcaps>: Survival Outcome and Risk of Metachronous ColorectalCancer <hashtag>  After Surgery in LynchSyndrome <hashtag>  <url>,,,Mon Apr 03 12:01:24 +0000 2017,AnnalsSurgOncology,2399897358
82,818241356359290880,Join me &  <user>  at bgbla <allcaps> <hashtag>  1 / 30 honoring  <user>  and Dr Ora Gordon <url>  <user>  lynchsyndrome <hashtag>,,"Beverly Hills, CA",Sun Jan 08 23:41:56 +0000 2017,Adrienne Maloof,129575180
83,825753559362736128,Join me &  <user>  at bgbla <allcaps> <hashtag>  1 / 30 honoring  <user>  and Dr Ora Gordon <url>  <user>  lynchsyndrome <hashtag>,,"Beverly Hills, CA",Sun Jan 29 17:12:44 +0000 2017,Adrienne Maloof,129575180
84,826477677229912064,Had the honor of supporting  <user>  last night and her cause for Cancer awareness with  <user>  <url>,,"Beverly Hills, CA",Tue Jan 31 17:10:08 +0000 2017,Adrienne Maloof,129575180
85,890011580347318272,rt <allcaps>  <user> : I have multiple pre-existing conditions 1 is lynchsyndrome <hashtag>  The aca <allcaps> keeps me free of colorectal & other cancers HowTheacas <allcaps>a <hashtag>,,United States,Wed Jul 26 00:51:11 +0000 2017,leona council,528877193
86,869285995153424385,rt <allcaps>  <user> : Mismatch repair (mmr <allcaps>) def precedes ColonCancer <hashtag>  in majority of LynchSyndrome <hashtag>  adenomas Immunoprevention opportunity https: /,,Asbestos Onestop UK,Mon May 29 20:15:06 +0000 2017,Mavis Nye BCAh,16923689
87,793888158840655872,rt <allcaps>  <user> : Yes Laughter truly is one of the best medicines That's why Lynch Syndrome International's major Fundraiser is.. https:,,Shropshire Uk,Wed Nov 02 18:51:01 +0000 2016,Samantha llewellyn,2192231028
88,835244659677016066,rt <allcaps>  <user> : Watch our new films which explain Lynch syndrome & other inherited conditions > <url> <url>,,Shropshire Uk,Fri Feb 24 21:46:59 +0000 2017,Samantha llewellyn,2192231028
89,835245846811852803,rt <allcaps>  <user> : Today nice <allcaps> has recommended that everyone newly diagnosed with bowel cancer should be tested for Lynch syndrome > https,,Shropshire Uk,Fri Feb 24 21:51:42 +0000 2017,Samantha llewellyn,2192231028
90,835245806974300160,rt <allcaps>  <user> : Improving identification&surveillance of people with Lynch syndrome has been & remains a priority for  <user> .T,,Shropshire Uk,Fri Feb 24 21:51:33 +0000 2017,Samantha llewellyn,2192231028
91,835245772622942208,rt <allcaps>  <user> : Today's nice <allcaps> recommendation is a significant development in improving identification of people with Lynch syndrome htt,,Shropshire Uk,Fri Feb 24 21:51:24 +0000 2017,Samantha llewellyn,2192231028
92,835153240421515264,nice <allcaps> advice that all crc <allcaps> should be tested for possible Lynch syndrome Link to bmj <allcaps> article: <url> <url>,,"Bologna, Italy",Fri Feb 24 15:43:43 +0000 2017,Giampaolo Ugolini,497044245
93,796498023840972800,Lynch syndrome is an inherited condition that increases your risk of coloncancer <hashtag>  & other cancers Learn more.. <url>,,"Bethesda, MD",Wed Nov 09 23:41:41 +0000 2016,NFCR,7879202
94,789087458172530692,Lynch syndrome is an inherited disorder that increases the risk of many types of cancer <hashtag>  incl ColonCancer <hashtag>  & <url>,,"Bethesda, MD",Thu Oct 20 12:54:45 +0000 2016,NFCR,7879202
95,799234027429462020,dyk <allcaps> that people w /  Lynchsyndrome <hashtag>  are also at risk for PancreaticCancer <hashtag>  ColonCancer <hashtag>  & more <url> PancreaticCancerDay <hashtag>,,"Bethesda, MD",Thu Nov 17 12:53:35 +0000 2016,NFCR,7879202
96,821834522627031040,rt <allcaps>  <user> : register <allcaps> <user>  workshop on cancer <hashtag>  genetictesting <hashtag>  approaches in HereditaryCancer <hashtag>  w /  LynchSyndrome <hashtag>  as example  http,,"Bethesda, MD",Wed Jan 18 21:39:53 +0000 2017,NFCR,7879202
97,839183508698509312,rt <allcaps>  <user> : T4 You may need to be tested before 50 if you or a relative had ColonCancer <hashtag>  Lynch syndrome or inflammatory bowel disease,,"Bethesda, MD",Tue Mar 07 18:38:34 +0000 2017,NFCR,7879202
98,844883281053208576,rt <allcaps>  <user> : Today is LynchSyndromeAwarenessDay <hashtag>  Read Dr Burke's President's Blog to learn more <url>  <user>,,"Bethesda, MD",Thu Mar 23 12:07:26 +0000 2017,NFCR,7879202
99,867052795727233025,rt <allcaps>  <user> : You may need colorectal cancer screening even if you are under age 50: Find out why <url> CancerMoonsh <hashtag>,,"Bethesda, MD",Tue May 23 16:21:10 +0000 2017,NFCR,7879202
100,876120748552839168,rt <allcaps>  <user> : Studying hereditary cancers such as Lynch syndrome helps researchers learn how to prevent cancers: workshop info https:,,"Bethesda, MD",Sat Jun 17 16:53:58 +0000 2017,NFCR,7879202
101,890013147909820416,rt <allcaps>  <user> : I have multiple pre-existing conditions 1 is lynchsyndrome <hashtag>  The aca <allcaps> keeps me free of colorectal & other cancers HowTheacas <allcaps>a <hashtag>,,"New York, USA",Wed Jul 26 00:57:24 +0000 2017,Natalie Camille,742774221353390080
102,798971744786599936,rt <allcaps>  <user> :  <user>  Lynchsyndrome <hashtag>  Gencsm <allcaps>: <hashtag>  Good morning Thank you for the follow G @ the Nonprofit: <hashtag>  <url> h,,"Los Angeles, CA",Wed Nov 16 19:31:22 +0000 2016,Prophet JB,133834903
103,843771759262359553,Lynch syndrome increases risk for crc <allcaps> <hashtag>  Learn more about this genetic condition: <url> <url>,,"Houston, TX",Mon Mar 20 10:30:38 +0000 2017,BCMCancerEd,765572364775989248
104,858637217459294208,rt <allcaps>  <user> : Interested in learning about the latest coloncancer <hashtag>  chemoprevention <hashtag>  Check  <user> 's event 4 / 20 LynchSyndr <hashtag>,,,Sun Apr 30 11:00:40 +0000 2017,Людмила,835609578389766145
105,796048172493795328,<user>  We should be ashamed that we would stand up for her but not for ourselves She won't know any of u Nov 9th Willie Lynch syndrome,,Hell on Earth,Tue Nov 08 17:54:08 +0000 2016,PeaceKeeper/Amir X,56305897
106,803695282189963264,rt <allcaps>  <user> : Glioblastoma in patient with Lynch syndrome and msh <allcaps>2 and msh <allcaps>6 loss New Opportunities for immunotherapy in these msi <allcaps> a,,España,Tue Nov 29 20:21:01 +0000 2016,Dra. Eosina,761217567562276864
107,821378397611978752,rt <allcaps>  <user> : aegOnco <hashtag>  Guidelines Surgical Treatment Patients LynchSyndrome <hashtag>   <user>   <user>  <url> <url>,,España,Tue Jan 17 15:27:25 +0000 2017,Dra. Eosina,761217567562276864
108,843424824127045632,rt <allcaps>  <user> : pathboards <hashtag>  Ovarian clear cell associations: hypercalcemia hypercoagulability endometriosis Lynch syndrome https: /  /,,España,Sun Mar 19 11:32:02 +0000 2017,Dra. Eosina,761217567562276864
109,846702361171111936,rt <allcaps>  <user> : Lynch syndrome - adenomatous lesion with loss of msh <allcaps>2 and msh <allcaps>6 retained mlh <allcaps>1 pms <allcaps>2 About half of adenomas in Lynch lose t,,España,Tue Mar 28 12:35:48 +0000 2017,Dra. Eosina,761217567562276864
110,868017497123020800,rt <allcaps>  <user> : Great Dr Eva Musulen talking about LynchSyndrome <hashtag>  gip <allcaps>ath <hashtag>  seap <allcaps>2017V <hashtag>  <url>,,España,Fri May 26 08:14:32 +0000 2017,Dra. Eosina,761217567562276864
111,874022982955520000,<user>   <user>  Detecting a Lynch syndrome to manage the cancer risk of his relatives,,España,Sun Jun 11 21:58:12 +0000 2017,Dra. Eosina,761217567562276864
112,820780072688906243,rt <allcaps>  <user> : Join me and let's raise awareness for female cancers Go to  <user>  And genetic links to these cancers  <user>,,,Sun Jan 15 23:49:53 +0000 2017,ALLABOUTBOO,787781277575360512
113,812141234240233472,rt <allcaps>  <user> : How a researcher used big data to beat her own ovariancancer <hashtag>  <url> brca <hashtag>  lynchsyndrome <hashtag>  hereditarycan <hashtag>,,,Fri Dec 23 03:42:13 +0000 2016,Data In fact,1146719540
114,790661336502067200,<user>  Willie Lynch Syndrome is alive and well,,To the West of London | Middx,Mon Oct 24 21:08:47 +0000 2016,215,46897239
115,792179976120348677,rt <allcaps>  <user> : The cdc <allcaps> Genomics & Health Impact update features Breast Cancer Lynch Syndrome Stroke & more <url>,,"Boise, Meridian, Twin Falls ID",Sat Oct 29 01:43:18 +0000 2016,Boise Thyroid Endo,3959906900
116,844526164282675200,Lynchsyndrome <hashtag>  = 1 <hashtag>  inherited colorectalcancer <hashtag>  syndrome accounting for 3-5% of all coloncancers <hashtag>  & 10-15% of diagnoses <50yrs of age,"{'place_type': 'city', 'id': '01a9a39529b27f36', 'country_code': 'US', 'name': 'Manhattan', 'country': 'United States', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]}, 'full_name': 'Manhattan, NY'}","NY, NY",Wed Mar 22 12:28:22 +0000 2017,"Sophie Balzora, MD",1345386187
117,844546045870821376,Today marks LynchSyndromeAwarenessDay <hashtag>  Click on this link to find out more about LynchSyndrome <hashtag>  knowyourrisks.. <hashtag>  <url>,,"NY, NY",Wed Mar 22 13:47:22 +0000 2017,"Sophie Balzora, MD",1345386187
118,791610157356711936,rt <allcaps>  <user> : Hi can you help If you have Lynch syndrome - could you share your story with us  <user>  & help us to improve s,,London,Thu Oct 27 11:59:03 +0000 2016,3rdthought,3165736312
119,801488465573642241,rt <allcaps>  <user> : Diagnosed with bowelcancer <hashtag>  Please discuss with your consultant getting a blood test for Lynchsyndrome <hashtag>  genetics <hashtag>  https:,,London,Wed Nov 23 18:11:55 +0000 2016,3rdthought,3165736312
120,824237922375368704,The Use of Social Media to Recruit Participants With Rare Conditions: Lynch Syndrome as an Example <url>,,United States,Wed Jan 25 12:50:08 +0000 2017,Mary Heston,20996839
