"id","text","place","user_location","created_at","username","user_id"
"804452385875783680","oh he also said Willie lynch syndrome wasn't/instead real https://t.co/zD3HEwutzh","","#RVA #804 ","Thu Dec 01 22:29:29 +0000 2016","✨Ryan_Nicole_✨","201075176"
"869169364460867584","Increasing the #age limit for #Lynchsyndrome genetic testing may save lives https://t.co/3lIY0BJdf7","","","Mon May 29 12:31:39 +0000 2017","Medical Xpress","20512439"
"834311098450997248","RT @Bowel_Cancer_UK: New NICE guidelines will identify more people with Lynch syndrome. Now help us make sure they get the right care:  htt","","South Wales","Wed Feb 22 07:57:21 +0000 2017","Wills72","1096351333"
"844334148630302720","RT @Bowel_Cancer_UK: Tomorrow is Lynch syndrome awareness day. Stay tuned to find out more.... https://t.co/xnYAiCjqWl","","South Wales","Tue Mar 21 23:45:22 +0000 2017","Wills72","1096351333"
"844675298251755525","RT @Bowel_Cancer_UK: Lynch syndrome is a genetic condition that increases the risk of bowel cancer and other cancers.  Find out more >> htt","","South Wales","Wed Mar 22 22:20:59 +0000 2017","Wills72","1096351333"
"855163394521001985","RT @Bowel_Cancer_UK: We want to stop Lynch syndrome devastating generations of families from cancer. Join us and sign our petition today ht","","South Wales","Thu Apr 20 20:56:56 +0000 2017","Wills72","1096351333"
"861594909765140482","RT @Bowel_Cancer_UK: Do you know what #LynchSyndrome is? Here's Consultant Clinical Geneticist Dr Fiona Lalloo to explain https://t.co/a6Ny","","South Wales","Mon May 08 14:53:28 +0000 2017","Wills72","1096351333"
"868791795953655809","RT @Bowel_Cancer_UK: Help us make sure that everyone in the UK with bowel cancer has access to Lynch syndrome testing. Sign the petition ht","","South Wales","Sun May 28 11:31:20 +0000 2017","Wills72","1096351333"
"829711612646932480","@AnnaVtheGC Thank you for sharing! I made this as a student & am working w/ the Lynch Syndrome Screening Network group to get it out there","","Detroit, MI","Thu Feb 09 15:20:38 +0000 2017","Courtney Alix","716246569"
"808990250622185472","Generations Of Lynch Syndrome Families Devastated By Cancer - Why Aren't We Doing More? https://t.co/8YMWwiqSQa","","Athens - Nicosia","Wed Dec 14 11:01:20 +0000 2016","Paris Hatzievagelou","368215075"
"849321935926210561","#GrandRounds Apr. 5: @OSUCCC_James 's Heather Hampel (@HHampel1) on universal tumor screening for #Lynchsyndrome. https://t.co/zzzOTPFrM1","","Atlanta, GA USA","Tue Apr 04 18:05:03 +0000 2017","Winship Cancer Inst.","154590922"
"803056251839987712","Lynch Syndrome https://t.co/H3x3X5DS94 via @CDCgov #Colorectal #cancer #oncology","","Singapore","Mon Nov 28 02:01:45 +0000 2016","Adv Mod Oncol Res","3241842362"
"805623537134223360","RT @FaustoR36470483: Glioblastoma in patient with Lynch syndrome and MSH2 and MSH6 loss. New Opportunities for immunotherapy in these MSI a","","Singapore","Mon Dec 05 04:03:13 +0000 2016","Adv Mod Oncol Res","3241842362"
"871157937934356480","@MrDane1982 I Googled ""Willie Lynch Syndrome"" and read the Wikipedia entry to start. The entry says the speech wasn https://t.co/720NCIYgQY","","Charlotte, NC","Sun Jun 04 00:13:32 +0000 2017","Charles Payet, DDS","27220147"
"841688596872597504","RT @DrKhouryCDC: March is Colorectal Cancer Awareness Month: Do you know about Lynch Syndrome? By @shewithlynch https://t.co/R4kpK1qbHN htt","","Xalapa, Ver. México","Tue Mar 14 16:32:53 +0000 2017","Dr rafael contreras","349364687"
"827750963821821952","The Use of Social Media to Recruit Participants With Rare Conditions: Lynch Syndrome as an Example https://t.co/WX7NW8YyWq","","Pune, India","Sat Feb 04 05:29:43 +0000 2017","Plus91","14809630"
"835748158399447040","@ShewithLynch I have Lynch Syndrome.","","City of Angels","Sun Feb 26 07:07:43 +0000 2017","rissadee","9547822"
"841007971266121728","Holy hell. I didn't know this. #Lynchsyndrome https://t.co/GoWmaPoDoF","","City of Angels","Sun Mar 12 19:28:20 +0000 2017","rissadee","9547822"
"860898495707848704","@KamalaHarris Stage III colon cancer survivor (7 mos cancer free). Lynch Syndrome increases my chance of cancer reo https://t.co/IVuh72sZ87","","City of Angels","Sat May 06 16:46:10 +0000 2017","rissadee","9547822"
"790611087502737408","RT @CDC_Cancer: People with a new diagnosis of #ColorectalCancer should be offered genetic testing for Lynch syndrome https://t.co/PNtAQwZD","","","Mon Oct 24 17:49:06 +0000 2016","Lisa Kennedy Sheldon","1087627519"
"789883122238234624","RT @LynchSyndromeUK: @LynnFauldsWood Excellent news from NICE, all patients with bowel cancer will be tested for Lynch Syndrome. https://t.","","Holborn/Bloomsbury, London WC1","Sat Oct 22 17:36:26 +0000 2016","sperhabb","8676382"
"824509859106267136","RT @CancerNetwrk: Lynch syndromeassociated #ovariancancer presents early, has good prognosis https://t.co/AeD77G9KRU #WomensHealth","","Cajeme, Sonora","Thu Jan 26 06:50:43 +0000 2017","Ricardo Terminel Z.","745490815552630790"
"868523261121880064","RT @SMVImmunology: I wrote a blog entry last year suggesting we should put lynch syndrome high risk individuals on Immunotherapy before the","","Cajeme, Sonora","Sat May 27 17:44:16 +0000 2017","Ricardo Terminel Z.","745490815552630790"
"804014342631026688","#LScancerdiag saves lives by detecting Lynch Syndrome in patients - the main cause of hereditary colorectal cancer https://t.co/OjDIEJhiyY","{'place_type': 'city', 'id': '5ef832bb704339b0', 'country_code': 'FI', 'name': 'Helsinki', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/5ef832bb704339b0.json', 'country': 'Finland', 'bounding_box': {'coordinates': [[[24.78281, 60.021032], [25.2544364, 60.021032], [25.2544364, 60.2979104], [24.78281, 60.2979104]]], 'type': 'Polygon'}, 'full_name': 'Helsinki, Finland'}","New York","Wed Nov 30 17:28:51 +0000 2016","StartUp Health","267171658"
"796501632641069056","RT @abbyjbott: My thoughts exactly. #cancer #cancersurvivor #lynchsyndrome https://t.co/zOknnlScyo","","The Edge of Sanity","Wed Nov 09 23:56:02 +0000 2016","Tina Winsett","254287052"
"860541445857562624","RT @Paige_Mustain: Duodenal cancer and Lynch syndrome patient. #iamapreexisitingcondition #preexistingconditons #trumpcare https://t.co/WhY","","New York, NY","Fri May 05 17:07:23 +0000 2017","Scott A Hutchins","79532585"
"829294986759962624","RT @Bowel_Cancer_UK: We're calling on UK Health Ministers to protect people with Lynch syndrome. Join us https://t.co/rprBKUV5Kq #Wednesday","","Berkshire, England","Wed Feb 08 11:45:07 +0000 2017","👿 eLiza 👿","297643423"
"791273682173767680","I suspect few recording artists (or anyone else) can discuss Lynch Syndrome, IVF, PGD, genetics, & payors as coherently as @dawallach - wow.","","Bay area","Wed Oct 26 13:42:01 +0000 2016","David Shaywitz","396365748"
"866828796363755520","RT @MoneyFitzgerald: @ThyBigfella_ the Willie Lynch syndrome.","","The Mecca","Tue May 23 01:31:04 +0000 2017","Pedro Picapiedra","754260919362936832"
"858038505443921921","Black folks are so messed up they can't share space. That Willie Lynch syndrome mentality is real & at work. https://t.co/gXJ7gHUCtL","","Washington, DC","Fri Apr 28 19:21:35 +0000 2017","SheTweetsTruth","300157950"
"858051056735059971","@patiencesosweet There is space for both Black men & women. That Willie Lynch Syndrome mentality has folks vexed. https://t.co/5tDp79kikd","","Washington, DC","Fri Apr 28 20:11:28 +0000 2017","SheTweetsTruth","300157950"
"861627759604506625","@Struggle608 Willie Lynch Syndrome https://t.co/xvkvCMzQDg","","Washington, DC","Mon May 08 17:04:00 +0000 2017","SheTweetsTruth","300157950"
"889103172261859328","@Black_365com @blk_slv_master @Africarevolt @KeepitRealTea I know the history & that's the problem. Colorism has be https://t.co/O8gEWbh2w2","","Soul City","Sun Jul 23 12:41:29 +0000 2017","SheTweetsTruth","300157950"
"893847990410072067","@dijoni @nyafromfire @trueblackpower @SusieNattibree @InBlackMecca @Fresh_Flames1 @fyahlite @Asim_the_Great https://t.co/gEXL6729KW","","Soul City","Sat Aug 05 14:55:42 +0000 2017","SheTweetsTruth","300157950"
"838227612652691457","@Tom_J_Giordano presenting. 3% of adrenal cortical carcinomas are secondary to Lynch syndrome. Should we screen all https://t.co/WvxueJ8FfZ","","Sydney, Australia","Sun Mar 05 03:20:11 +0000 2017","Anthony J Gill","1916738564"
"885359602832822272","Number 1 lesson from Lynch Syndrome screening in gynae cancer: almost all dual MLH1/PMS2 neg are somatic not Lynch https://t.co/BooTknYSlY","","Sydney, Australia","Thu Jul 13 04:45:53 +0000 2017","Anthony J Gill","1916738564"
"887753100567523328","Our group's latest article on Lynch Syndrome screening in gynecological cancer now available for free download!! https://t.co/vMKw92Rlfm","","Sydney, Australia","Wed Jul 19 19:16:47 +0000 2017","Anthony J Gill","1916738564"
"887758370496696320","Our group's latest research on screening gynecological cancers for Lynch Syndrome. Now available for free download https://t.co/NvnnaZDCAg","","Sydney, Australia","Wed Jul 19 19:37:43 +0000 2017","Anthony J Gill","1916738564"
"889582504574726145","RT @CaDxPath: Number 1 lesson from Lynch Syndrome screening in gynae cancer: almost all dual MLH1/PMS2 neg are somatic not Lynch https://t.","","Sydney, Australia","Mon Jul 24 20:26:11 +0000 2017","Anthony J Gill","1916738564"
"834503777080205313","RT @NCI_ImplSci: our own @NCIDAChambers is speaking on #impsci role in the #cancermoonshot #hereditarycancer conversation; watch now: https","","Nashville, TN","Wed Feb 22 20:42:59 +0000 2017","VUMC Implementation","834171673981153283"
"844145780277633026","RT @RogMull: Tomorrow is Lynch syndrome awareness day. Join @Bowel_Cancer_UK's campaign to raise awareness of the condition: https://t.co/4","","SCOTLAND","Tue Mar 21 11:16:52 +0000 2017","Fi","840560509015465988"
"855119303674343424","RT @ColorectalDis: Metachronous CRC following Lynch Syndrome colectomy @Omarfaiz_SETOC @sueclark16 @stmarkshospital #colorectalsurgery http","","London ","Thu Apr 20 18:01:44 +0000 2017","Ramesh Shanker","2739787408"
"801654260421316608","RT @LguzzardiM: #GeneticTesting for  #Lynchsyndrome: An interview with UK expert, Dr. Kevin Monahan #HereditaryCancerNews #genCSM   https:/","","Omaha, Nebraska","Thu Nov 24 05:10:44 +0000 2016","Brandi Kay Preston","341915796"
"800924940765642752","RT @Aung_Ko_Win: One in 280 people in the population has #LynchSyndrome. Read more: https://t.co/Fi425BmhkS","","Omaha, Nebraska","Tue Nov 22 04:52:41 +0000 2016","Brandi Kay Preston","341915796"
"800923055891607553","RT @Aung_Ko_Win: #Alcohol consumption might increase #BowelCancer risk in people with #LynchSyndrome. Read more https://t.co/cpBXZg7qVf","","Omaha, Nebraska","Tue Nov 22 04:45:11 +0000 2016","Brandi Kay Preston","341915796"
"812033606994501632","@habcous @nanocindy Was she ever tested for Lynch Syndrome (gene mutations that make people high risk for colon cancer)? RIP Cindy! <3","","Omaha, Nebraska","Thu Dec 22 20:34:33 +0000 2016","Brandi Kay Preston","341915796"
"826252766066700289","RT @HereditaryCancr: #lynchsyndrome #brca #hboc - our friend and hero, Dr. Henry Lynch https://t.co/BysQc2qFFk","","Omaha, Nebraska","Tue Jan 31 02:16:25 +0000 2017","Brandi Kay Preston","341915796"
"850552115709833216","RT @HereditaryCancr: We funded a test for a patient last fall who came back with a VUS. Today we learned her VUS was reclassified to pathog","","Omaha, Nebraska","Sat Apr 08 03:33:21 +0000 2017","Brandi Kay Preston","341915796"
"871584307558612993","We need to look beyond just BRCA. Ovarian cancer pts need panel testing to identify BRCA, Lynch Syndrome &moderate https://t.co/I3LdadZskS","","Omaha, Nebraska","Mon Jun 05 04:27:46 +0000 2017","Brandi Kay Preston","341915796"
"895831107484209156","@eae26 @katiecouric Hopefully you've had cancer genetic testing for mutations like Lynch Syndrome!!","","Omaha, Nebraska","Fri Aug 11 02:15:54 +0000 2017","Brandi Kay Preston","341915796"
"895830824112852992","@katiecouric Lynch Syndrome & other inherited gene mutations play a HUGE role! Need to improve guidelines so more p https://t.co/6h6QyT6316","","Omaha, Nebraska","Fri Aug 11 02:14:46 +0000 2017","Brandi Kay Preston","341915796"
"804726915525447681","People with Lynch syndrome are more likely to develop bowel cancer. Early screening can save lives https://t.co/AU7aAOvl4c","","Redbridge","Fri Dec 02 16:40:22 +0000 2016","NHS Redbridge CCG","2884667546"
"806221773607993344","People with Lynch syndrome are more likely to develop bowel cancer. Early screening can save lives https://t.co/AU7aAOvl4c","","Redbridge","Tue Dec 06 19:40:24 +0000 2016","NHS Redbridge CCG","2884667546"
"807636153289633792","People with Lynch syndrome are more likely to develop bowel cancer. Early screening can save lives https://t.co/AU7aAOvl4c","","Redbridge","Sat Dec 10 17:20:38 +0000 2016","NHS Redbridge CCG","2884667546"
"836493731998093312","People with #Lynchsyndrome are more likely to develop #bowelcancer. Early screening can save lives https://t.co/D0ZMwCiv7R","","Redbridge","Tue Feb 28 08:30:21 +0000 2017","NHS Redbridge CCG","2884667546"
"895919005533425666","People with Lynch syndrome are more likely to develop bowel cancer. Early screening can save lives https://t.co/AU7aAOvl4c","","Redbridge","Fri Aug 11 08:05:10 +0000 2017","NHS Redbridge CCG","2884667546"
"798934118088089600","Thanksgiving is National Family Health History Day! | I Have Lynch Syndrome https://t.co/3G3rLM0jdZ","","","Wed Nov 16 17:01:51 +0000 2016","Lisa Aiello, RN","3192617873"
"823914123679399937","RT @LguzzardiM: The #familyhistory of cancer #BRCA #HereditaryCancerNews #Lynchsyndrome #genCSM #Genetics   Via @HarvardHealth    https://t","","","Tue Jan 24 15:23:29 +0000 2017","Lisa Aiello, RN","3192617873"
"851515613562490881","RT @DrKhouryCDC: What do Lynch Syndrome, Familial Hypercholesterolemia & Hereditary Breast & Ovarian Cancer have in common? #Tier1 https://","","","Mon Apr 10 19:21:57 +0000 2017","Lisa Aiello, RN","3192617873"
"851515552375943169","RT @GenC_SM: #Lynchsyndrome in the news. https://t.co/m0yiPMpSug","","","Mon Apr 10 19:21:42 +0000 2017","Lisa Aiello, RN","3192617873"
"884169347874377729","RT @DrKhouryCDC: What do Lynch Syndrome, Familial Hypercholesterolemia & Hereditary Breast & Ovarian Cancer have in common? #Tier1 https://","","","Sun Jul 09 21:56:14 +0000 2017","Lisa Aiello, RN","3192617873"
"848868031686115329","APRIL ISSUE: Survival Outcome and Risk of Metachronous #ColorectalCancer After Surgery in #LynchSyndrome. https://t.co/xwwbo31S3Q","","","Mon Apr 03 12:01:24 +0000 2017","AnnalsSurgOncology","2399897358"
"818241356359290880","Join me & @AliveAndKicknDD at #BGBLA 1/30 honoring @TheRealCamilleG and Dr. Ora Gordon, https://t.co/oO2JNElPaa @VibratoJazz #lynchsyndrome","","Beverly Hills, CA","Sun Jan 08 23:41:56 +0000 2017","Adrienne Maloof","129575180"
"825753559362736128","Join me & @AliveAndKicknDD at #BGBLA 1/30 honoring @TheRealCamilleG and Dr. Ora Gordon, https://t.co/oO2JNElPaa @VibratoJazz #lynchsyndrome","","Beverly Hills, CA","Sun Jan 29 17:12:44 +0000 2017","Adrienne Maloof","129575180"
"826477677229912064","Had the honor of supporting @therealcamille last night and her cause for Cancer awareness with @aliveandkickndd https://t.co/vNT9nF3PY1","","Beverly Hills, CA","Tue Jan 31 17:10:08 +0000 2017","Adrienne Maloof","129575180"
"890011580347318272","RT @KTildes: I have multiple pre-existing conditions. 1 is #lynchsyndrome. The ACA keeps me free of colorectal & other cancers #HowTheACASa","","United States","Wed Jul 26 00:51:11 +0000 2017","leona council","528877193"
"869285995153424385","RT @Aiims1742: Mismatch repair (MMR) def precedes #ColonCancer in majority of #LynchSyndrome adenomas Immunoprevention opportunity? https:/","","Asbestos Onestop UK","Mon May 29 20:15:06 +0000 2017","Mavis Nye BCAh","16923689"
"793888158840655872","RT @LynchCancers: Yes! Laughter truly is one of the best medicines! That's why Lynch Syndrome International's major Fundraiser is... https:","","Shropshire Uk","Wed Nov 02 18:51:01 +0000 2016","Samantha llewellyn","2192231028"
"835244659677016066","RT @Bowel_Cancer_UK: Watch our new films which explain Lynch syndrome & other inherited conditions > https://t.co/CB5Q627NTO https://t.co/a","","Shropshire Uk","Fri Feb 24 21:46:59 +0000 2017","Samantha llewellyn","2192231028"
"835245846811852803","RT @Bowel_Cancer_UK: Today NICE has recommended that everyone newly diagnosed with bowel cancer should be tested for Lynch syndrome > https","","Shropshire Uk","Fri Feb 24 21:51:42 +0000 2017","Samantha llewellyn","2192231028"
"835245806974300160","RT @DeborahAlsina: Improving identification&surveillance of people with Lynch syndrome has been & remains a priority for @Bowel_Cancer_UK.T","","Shropshire Uk","Fri Feb 24 21:51:33 +0000 2017","Samantha llewellyn","2192231028"
"835245772622942208","RT @Bowel_Cancer_UK: Today's NICE recommendation is a significant development in improving identification of people with Lynch syndrome htt","","Shropshire Uk","Fri Feb 24 21:51:24 +0000 2017","Samantha llewellyn","2192231028"
"835153240421515264","NICE advice that all CRC should be tested for possible Lynch syndrome. Link to BMJ article: https://t.co/GNlWx4Q2Nf https://t.co/6ajOBSBKGo","","Bologna, Italy","Fri Feb 24 15:43:43 +0000 2017","Giampaolo Ugolini","497044245"
"796498023840972800","Lynch syndrome is an inherited condition that increases your risk of #coloncancer & other cancers. Learn more... https://t.co/0T9xKXI668","","Bethesda, MD","Wed Nov 09 23:41:41 +0000 2016","NFCR","7879202"
"789087458172530692","Lynch syndrome is an inherited disorder that increases the risk of many types of #cancer incl #ColonCancer & https://t.co/r7iB2tE89M","","Bethesda, MD","Thu Oct 20 12:54:45 +0000 2016","NFCR","7879202"
"799234027429462020","DYK that people w/ #Lynchsyndrome are also at risk for #PancreaticCancer, #ColonCancer & more? https://t.co/DCtpQMGMer #PancreaticCancerDay","","Bethesda, MD","Thu Nov 17 12:53:35 +0000 2016","NFCR","7879202"
"821834522627031040","RT @NCIprevention: REGISTER! @theNCI workshop on #cancer #genetictesting approaches in #HereditaryCancer w/ #LynchSyndrome as example  http","","Bethesda, MD","Wed Jan 18 21:39:53 +0000 2017","NFCR","7879202"
"839183508698509312","RT @CDC_Cancer: T4 You may need to be tested before 50 if you or a relative had #ColonCancer, Lynch syndrome or inflammatory bowel disease.","","Bethesda, MD","Tue Mar 07 18:38:34 +0000 2017","NFCR","7879202"
"844883281053208576","RT @AmCollegeGastro: Today is #LynchSyndromeAwarenessDay. Read Dr. Burke's President's Blog to learn more https://t.co/9kIpsUKMbT @burkegas","","Bethesda, MD","Thu Mar 23 12:07:26 +0000 2017","NFCR","7879202"
"867052795727233025","RT @DrKhouryCDC: You may need colorectal cancer screening even if you are under age 50: Find out why. https://t.co/Mj5rSZkVvw #CancerMoonsh","","Bethesda, MD","Tue May 23 16:21:10 +0000 2017","NFCR","7879202"
"876120748552839168","RT @NCIprevention: Studying hereditary cancers such as Lynch syndrome helps researchers learn how to prevent cancers: workshop info, https:","","Bethesda, MD","Sat Jun 17 16:53:58 +0000 2017","NFCR","7879202"
"890013147909820416","RT @KTildes: I have multiple pre-existing conditions. 1 is #lynchsyndrome. The ACA keeps me free of colorectal & other cancers #HowTheACASa","","New York, USA","Wed Jul 26 00:57:24 +0000 2017","Natalie Camille","742774221353390080"
"798971744786599936","RT @ShewithLynch: @jbdawriter #Lynchsyndrome #GenCSM: Good morning! Thank you for the follow! G @ the #Nonprofit: https://t.co/ZXhZ0HLTeb h","","Los Angeles, CA","Wed Nov 16 19:31:22 +0000 2016","Prophet JB","133834903"
"843771759262359553","Lynch syndrome increases risk for #CRC Learn more about this genetic condition: https://t.co/RpbL4E8O5d https://t.co/lyBvrbQs49","","Houston, TX","Mon Mar 20 10:30:38 +0000 2017","BCMCancerEd","765572364775989248"
"858637217459294208","RT @MyGeneCounsel: Interested in learning about the latest #coloncancer #chemoprevention? Check @CancerSupportCm's event, 4/20! #LynchSyndr","","","Sun Apr 30 11:00:40 +0000 2017","Людмила","835609578389766145"
"796048172493795328","@es_snipes We should be ashamed that we would stand up for her but not for ourselves. She won't know any of u Nov 9th. Willie Lynch syndrome","","Hell on Earth","Tue Nov 08 17:54:08 +0000 2016","PeaceKeeper/Amir X","56305897"
"803695282189963264","RT @FaustoR36470483: Glioblastoma in patient with Lynch syndrome and MSH2 and MSH6 loss. New Opportunities for immunotherapy in these MSI a","","España","Tue Nov 29 20:21:01 +0000 2016","Dra. Eosina","761217567562276864"
"821378397611978752","RT @aegastro: #aegOnco Guidelines Surgical Treatment Patients #LynchSyndrome @aecirujanos @fascrs_updates https://t.co/hW31q7OEqV https://t","","España","Tue Jan 17 15:27:25 +0000 2017","Dra. Eosina","761217567562276864"
"843424824127045632","RT @KaitlinSundling: #pathboards Ovarian clear cell associations: hypercalcemia, hypercoagulability, endometriosis, Lynch syndrome https://","","España","Sun Mar 19 11:32:02 +0000 2017","Dra. Eosina","761217567562276864"
"846702361171111936","RT @ARP_Press: Lynch syndrome - adenomatous lesion with loss of MSH2 and MSH6; retained MLH1, PMS2.  About half of adenomas in Lynch lose t","","España","Tue Mar 28 12:35:48 +0000 2017","Dra. Eosina","761217567562276864"
"868017497123020800","RT @steland011: Great Dr. Eva Musulen talking about #LynchSyndrome #GIPath #SEAP2017V https://t.co/zIttj7tUjM","","España","Fri May 26 08:14:32 +0000 2017","Dra. Eosina","761217567562276864"
"874022982955520000","@Kanguronightly @pathologistmag Detecting a Lynch syndrome to manage the cancer risk of his relatives.","","España","Sun Jun 11 21:58:12 +0000 2017","Dra. Eosina","761217567562276864"
"820780072688906243","RT @TheRealCamilleG: Join me and let's raise awareness for female cancers. Go to @GYNCancer And genetic links to these cancers @AliveAndKic","","","Sun Jan 15 23:49:53 +0000 2017","ALLABOUTBOO","787781277575360512"
"812141234240233472","RT @karenBRCAMTL: How a researcher used big data to beat her own #ovariancancer https://t.co/ci3Bs56br0 #brca #lynchsyndrome #hereditarycan","","","Fri Dec 23 03:42:13 +0000 2016","Data In fact","1146719540"
"790661336502067200","@jakky_jack Willie Lynch Syndrome is alive and well","","To the West of London | Middx","Mon Oct 24 21:08:47 +0000 2016","215","46897239"
"792179976120348677","RT @DrKhouryCDC: The CDC Genomics & Health Impact update features Breast Cancer, Lynch Syndrome, Stroke & more.    https://t.co/uR5QPJjYcC","","Boise, Meridian, Twin Falls ID","Sat Oct 29 01:43:18 +0000 2016","Boise Thyroid Endo","3959906900"
"844526164282675200","#Lynchsyndrome = #1 inherited #colorectalcancer syndrome, accounting for 3-5% of all #coloncancers, & 10-15% of diagnoses <50yrs of age.","{'place_type': 'city', 'id': '01a9a39529b27f36', 'country_code': 'US', 'name': 'Manhattan', 'country': 'United States', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]}, 'full_name': 'Manhattan, NY'}","NY, NY","Wed Mar 22 12:28:22 +0000 2017","Sophie Balzora, MD","1345386187"
"844546045870821376","Today marks #LynchSyndromeAwarenessDay. Click on this link to find out more about #LynchSyndrome. #knowyourrisks... https://t.co/IwV8ZUjscO","","NY, NY","Wed Mar 22 13:47:22 +0000 2017","Sophie Balzora, MD","1345386187"
"791610157356711936","RT @DeborahAlsina: Hi can you help? If you have Lynch syndrome - could you share your story with us @Bowel_Cancer_UK & help us to improve s","","London","Thu Oct 27 11:59:03 +0000 2016","3rdthought","3165736312"
"801488465573642241","RT @campaignkate: Diagnosed with #bowelcancer? Please discuss with your consultant getting a blood test for #Lynchsyndrome #genetics https:","","London","Wed Nov 23 18:11:55 +0000 2016","3rdthought","3165736312"
